timestamp,user_id,platform,action,resource,ip,country,success
2025-08-17T10:13:20.555392Z,U0390,Salesforce,LOGOUT,prod_ec2,66.239.216.205,Germany,TRUE
2026-02-03T10:05:30.555392Z,U0265,Salesforce,API_CALL,user_data,72.219.116.93,Russia,TRUE
2026-05-14T22:15:51.555392Z,U0161,AWS,EC2_ACCESS,user_data,138.233.172.86,Germany,TRUE
2026-01-23T07:55:22.555392Z,U0437,AD,S3_ACCESS,prod_ec2,60.3.131.191,UK,TRUE
2025-06-24T05:03:22.555392Z,U0378,Salesforce,API_CALL,dev_s3,202.137.95.217,Russia,TRUE
2026-03-13T18:35:38.555392Z,U0218,Salesforce,API_CALL,salesforce_leads,210.249.117.11,India,TRUE
2026-01-26T21:01:35.555392Z,U0012,AD,LOGOUT,prod_ec2,53.239.43.78,Russia,TRUE
2026-02-09T15:12:52.555392Z,U0410,Salesforce,EC2_ACCESS,prod_ec2,99.52.202.215,China,FALSE
2025-09-01T14:15:54.555392Z,U0198,Salesforce,LOGIN,dev_s3,61.55.238.15,Brazil,TRUE
2025-07-26T15:53:42.555392Z,U0156,AWS,LOGIN,salesforce_leads,125.138.249.0,UK,FALSE
2026-02-09T18:34:50.555392Z,U0353,Salesforce,LOGIN,prod_ec2,158.155.144.244,Germany,FALSE
2025-11-17T07:36:54.555392Z,U0494,Okta,LOGOUT,prod_ec2,162.171.32.44,India,TRUE
2025-12-14T00:35:38.555392Z,U0036,AD,S3_ACCESS,salesforce_leads,67.192.220.205,USA,TRUE
2026-06-08T18:53:16.555392Z,U0441,Salesforce,EC2_ACCESS,prod_ec2,192.18.140.226,Canada,TRUE
2025-12-23T04:26:42.555392Z,U0215,AD,EC2_ACCESS,prod_ec2,94.228.37.11,UK,TRUE
2025-12-05T07:13:25.555392Z,U0159,Salesforce,LOGOUT,salesforce_leads,167.2.183.1,India,TRUE
2026-03-25T19:37:15.555392Z,U0258,Salesforce,S3_ACCESS,prod_ec2,99.9.186.198,USA,TRUE
2025-07-15T07:03:55.555392Z,U0229,Salesforce,PRIVILEGE_CHANGE,prod_ec2,176.236.16.3,Russia,TRUE
2025-12-28T02:53:14.555392Z,U0451,Salesforce,EC2_ACCESS,salesforce_leads,212.46.84.21,USA,TRUE
2026-02-26T10:45:57.555392Z,U0148,Salesforce,S3_ACCESS,dev_s3,31.158.179.171,China,TRUE
2026-05-16T11:56:26.555392Z,U0415,AWS,EC2_ACCESS,prod_ec2,90.82.123.57,UK,TRUE
2025-12-05T06:04:02.555392Z,U0376,Salesforce,EC2_ACCESS,prod_ec2,18.6.217.80,Canada,TRUE
2025-07-07T09:48:13.555392Z,U0485,AWS,LOGOUT,dev_s3,122.131.143.47,India,TRUE
2026-03-18T13:03:46.555392Z,U0035,AWS,EC2_ACCESS,user_data,78.85.196.209,Canada,TRUE
2026-04-09T19:37:49.555392Z,U0040,AD,PRIVILEGE_CHANGE,dev_s3,192.235.77.111,China,TRUE
2025-09-08T23:40:09.555392Z,U0130,AD,EC2_ACCESS,customer_bucket,9.134.28.159,Canada,TRUE
2026-04-07T14:52:07.555392Z,U0346,Salesforce,EC2_ACCESS,dev_s3,23.244.87.188,China,TRUE
2025-07-05T02:54:24.555392Z,U0204,AD,S3_ACCESS,customer_bucket,28.80.232.196,UK,TRUE
2025-12-17T17:54:12.555392Z,U0384,Salesforce,EC2_ACCESS,customer_bucket,104.223.128.184,Canada,TRUE
2026-03-24T13:53:00.555392Z,U0125,Salesforce,LOGOUT,user_data,74.11.25.28,India,TRUE
2026-05-12T02:10:09.555392Z,U0088,AD,PRIVILEGE_CHANGE,customer_bucket,15.130.53.29,UK,TRUE
2026-04-04T09:36:12.555392Z,U0274,Salesforce,LOGOUT,customer_bucket,169.42.87.232,USA,TRUE
2025-12-08T14:03:05.555392Z,U0079,Okta,LOGOUT,prod_ec2,95.119.41.4,USA,TRUE
2025-09-12T09:38:21.555392Z,U0273,Salesforce,API_CALL,customer_bucket,53.45.97.141,Canada,TRUE
2025-12-09T21:04:38.555392Z,U0158,AD,PRIVILEGE_CHANGE,customer_bucket,194.51.143.35,USA,TRUE
2025-09-06T19:09:22.555392Z,U0393,AWS,S3_ACCESS,prod_ec2,14.14.230.75,Germany,FALSE
2025-07-01T07:16:47.555392Z,U0216,AD,S3_ACCESS,prod_ec2,47.10.61.119,Canada,TRUE
2025-07-27T23:13:42.555392Z,U0452,AWS,API_CALL,prod_ec2,92.109.151.40,USA,TRUE
2026-05-03T04:59:28.555392Z,U0056,Okta,S3_ACCESS,salesforce_leads,167.43.105.108,Germany,TRUE
2026-01-16T19:51:21.555392Z,U0479,Salesforce,EC2_ACCESS,customer_bucket,95.230.180.157,Germany,TRUE
2025-10-24T00:49:40.555392Z,U0183,AWS,LOGIN,user_data,19.204.114.76,Russia,FALSE
2025-12-15T14:55:22.555392Z,U0109,AWS,LOGIN,dev_s3,192.80.72.200,Russia,FALSE
2025-09-13T07:57:22.555392Z,U0454,Salesforce,S3_ACCESS,salesforce_leads,90.99.193.62,Brazil,TRUE
2026-03-24T04:05:33.555392Z,U0053,AWS,S3_ACCESS,customer_bucket,64.2.199.215,Russia,TRUE
2025-11-18T08:30:49.555392Z,U0357,AWS,S3_ACCESS,prod_ec2,174.111.209.13,Russia,TRUE
2025-12-24T16:36:08.555392Z,U0342,AD,S3_ACCESS,customer_bucket,214.158.134.128,Brazil,TRUE
2026-04-04T13:01:41.555392Z,U0328,AWS,PRIVILEGE_CHANGE,salesforce_leads,157.50.130.181,USA,TRUE
2026-04-11T04:39:52.555392Z,U0316,AD,S3_ACCESS,prod_ec2,201.116.16.12,China,TRUE
2025-07-21T06:47:11.555392Z,U0318,AD,LOGOUT,dev_s3,173.200.137.74,Brazil,TRUE
2025-11-13T09:02:45.555392Z,U0078,AWS,API_CALL,customer_bucket,171.83.240.161,Germany,TRUE
2025-12-09T18:38:57.555392Z,U0307,Okta,LOGOUT,dev_s3,3.228.125.39,Russia,TRUE
2025-07-05T19:59:23.555392Z,U0390,Salesforce,API_CALL,dev_s3,187.160.27.227,USA,TRUE
2025-10-27T02:29:02.555392Z,U0376,Okta,LOGOUT,prod_ec2,179.166.20.82,USA,TRUE
2025-09-24T21:29:59.555392Z,U0341,AWS,PRIVILEGE_CHANGE,user_data,78.49.26.206,Russia,TRUE
2025-06-22T19:08:35.555392Z,U0323,AD,EC2_ACCESS,customer_bucket,86.186.152.212,Germany,FALSE
2026-06-19T20:10:25.555392Z,U0073,AWS,LOGOUT,customer_bucket,174.85.251.122,UK,TRUE
2026-04-25T06:55:51.555392Z,U0426,AWS,LOGOUT,salesforce_leads,6.253.186.58,Canada,TRUE
2025-10-19T09:52:00.555392Z,U0240,AWS,API_CALL,prod_ec2,130.238.7.78,Germany,TRUE
2025-09-25T03:23:04.555392Z,U0311,Okta,S3_ACCESS,salesforce_leads,223.193.236.22,Brazil,TRUE
2025-10-04T00:44:51.555392Z,U0104,Salesforce,LOGIN,dev_s3,90.48.130.83,China,TRUE
2025-12-08T20:44:40.555392Z,U0242,Salesforce,PRIVILEGE_CHANGE,salesforce_leads,76.137.250.54,China,TRUE
2026-04-24T15:19:25.555392Z,U0420,Salesforce,LOGIN,user_data,99.36.166.234,China,TRUE
2026-06-07T11:36:47.555392Z,U0389,Okta,PRIVILEGE_CHANGE,salesforce_leads,115.12.156.81,UK,TRUE
2025-09-28T08:57:14.555392Z,U0090,Salesforce,EC2_ACCESS,dev_s3,179.114.209.36,Brazil,TRUE
2026-02-10T19:23:13.555392Z,U0288,Salesforce,LOGIN,dev_s3,177.124.238.81,UK,TRUE
2025-08-19T12:57:28.555392Z,U0101,AWS,LOGIN,customer_bucket,211.241.105.94,Russia,TRUE
2025-11-28T22:32:46.555392Z,U0474,Salesforce,API_CALL,dev_s3,190.106.136.159,China,TRUE
2026-02-03T22:15:31.555392Z,U0329,AD,EC2_ACCESS,customer_bucket,20.78.240.44,Canada,TRUE
2025-08-22T12:08:54.555392Z,U0290,AWS,EC2_ACCESS,dev_s3,203.4.8.226,Russia,TRUE
2026-02-22T01:15:41.555392Z,U0251,Okta,API_CALL,customer_bucket,8.198.243.5,China,TRUE
2025-09-24T07:05:16.555392Z,U0377,AWS,EC2_ACCESS,customer_bucket,7.118.101.73,Russia,TRUE
2025-07-01T10:11:13.555392Z,U0347,AWS,S3_ACCESS,salesforce_leads,171.238.133.183,Brazil,TRUE
2025-09-27T04:57:27.555392Z,U0076,AWS,PRIVILEGE_CHANGE,salesforce_leads,213.171.164.114,UK,FALSE
2025-07-26T07:10:25.555392Z,U0395,Salesforce,EC2_ACCESS,salesforce_leads,139.29.22.0,Canada,TRUE
2026-05-26T15:47:26.555392Z,U0097,Salesforce,LOGOUT,user_data,180.27.180.31,India,TRUE
2026-01-13T12:37:04.555392Z,U0257,Salesforce,PRIVILEGE_CHANGE,dev_s3,84.153.22.150,China,TRUE
2026-03-30T01:01:49.555392Z,U0474,AD,LOGIN,salesforce_leads,14.39.148.3,Russia,TRUE
2026-04-07T05:29:29.555392Z,U0138,AWS,API_CALL,user_data,47.227.36.245,India,FALSE
2026-05-03T12:07:18.555392Z,U0087,Salesforce,LOGIN,customer_bucket,125.95.22.96,Canada,TRUE
2026-01-10T07:49:18.555392Z,U0214,Salesforce,API_CALL,dev_s3,195.207.182.200,China,TRUE
2025-08-31T20:11:44.555392Z,U0192,AWS,LOGOUT,user_data,162.53.252.61,UK,TRUE
2025-12-12T11:17:03.555392Z,U0057,AWS,LOGOUT,prod_ec2,51.33.100.140,USA,TRUE
2026-04-11T06:44:56.555392Z,U0415,AWS,S3_ACCESS,user_data,171.65.113.212,Brazil,TRUE
2025-08-01T20:35:48.555392Z,U0320,AWS,LOGIN,dev_s3,182.244.120.97,Canada,TRUE
2025-07-15T09:47:26.555392Z,U0142,Okta,LOGIN,salesforce_leads,103.41.141.171,Germany,TRUE
2026-04-11T19:30:29.555392Z,U0345,AD,LOGIN,customer_bucket,136.125.177.143,India,TRUE
2026-03-05T20:04:28.555392Z,U0004,AD,LOGIN,prod_ec2,192.49.108.41,USA,TRUE
2026-04-12T03:14:52.555392Z,U0267,Okta,EC2_ACCESS,user_data,13.40.121.100,Russia,TRUE
2025-11-11T10:47:21.555392Z,U0173,Okta,S3_ACCESS,prod_ec2,150.139.16.111,Russia,TRUE
2026-02-12T15:58:28.555392Z,U0194,AD,S3_ACCESS,dev_s3,3.171.127.85,Canada,FALSE
2026-03-18T15:31:34.555392Z,U0446,Salesforce,API_CALL,prod_ec2,146.76.164.219,USA,TRUE
2026-01-12T12:38:43.555392Z,U0445,Okta,API_CALL,prod_ec2,221.132.48.107,Russia,TRUE
2026-03-03T07:59:30.555392Z,U0352,Salesforce,PRIVILEGE_CHANGE,user_data,161.180.26.97,Germany,FALSE
2026-05-02T00:58:47.555392Z,U0327,Okta,LOGIN,dev_s3,73.77.8.111,USA,TRUE
2025-10-24T20:56:10.555392Z,U0377,Salesforce,LOGOUT,salesforce_leads,67.159.105.166,Brazil,TRUE
2026-04-24T19:04:06.555392Z,U0314,AD,S3_ACCESS,user_data,102.164.204.63,Brazil,TRUE
2026-03-19T02:37:53.555392Z,U0439,AD,API_CALL,user_data,197.0.147.16,India,TRUE
2025-08-15T01:10:57.555392Z,U0365,AD,LOGOUT,user_data,104.254.22.33,Canada,TRUE
2026-01-19T13:30:39.555392Z,U0345,Salesforce,LOGOUT,user_data,146.227.149.66,Canada,TRUE
2025-09-22T00:11:13.555392Z,U0277,AWS,LOGOUT,prod_ec2,102.33.20.236,Canada,TRUE
2025-07-01T19:11:17.555392Z,U0367,AWS,S3_ACCESS,user_data,60.247.78.241,India,TRUE
2026-03-06T01:45:49.555392Z,U0132,Salesforce,API_CALL,customer_bucket,78.91.13.94,UK,TRUE
2026-03-29T04:10:25.555392Z,U0325,Salesforce,LOGIN,dev_s3,188.113.194.113,Germany,TRUE
2026-06-14T05:42:15.555392Z,U0393,AD,API_CALL,dev_s3,116.154.42.253,China,TRUE
2026-04-02T06:51:42.555392Z,U0381,Salesforce,API_CALL,salesforce_leads,131.1.183.228,China,TRUE
2025-09-29T01:45:07.555392Z,U0115,AD,S3_ACCESS,customer_bucket,220.102.217.2,Canada,FALSE
2026-02-05T10:31:47.555392Z,U0380,AWS,API_CALL,customer_bucket,52.2.133.211,Russia,TRUE
2025-11-15T02:29:47.555392Z,U0161,AD,S3_ACCESS,customer_bucket,194.55.23.236,Germany,TRUE
2025-10-22T14:06:35.555392Z,U0217,Okta,API_CALL,prod_ec2,80.21.249.28,Germany,TRUE
2026-01-15T12:04:30.555392Z,U0005,Salesforce,S3_ACCESS,prod_ec2,103.197.178.135,India,TRUE
2026-03-11T12:42:10.555392Z,U0256,Salesforce,LOGOUT,salesforce_leads,174.241.34.65,India,TRUE
2026-05-16T05:15:46.555392Z,U0341,AD,PRIVILEGE_CHANGE,dev_s3,182.73.121.135,India,TRUE
2025-08-07T09:35:21.555392Z,U0353,Okta,API_CALL,salesforce_leads,182.49.34.29,Brazil,TRUE
2025-12-29T16:47:37.555392Z,U0111,Okta,API_CALL,user_data,43.90.242.32,USA,TRUE
2025-08-18T18:06:33.555392Z,U0171,AWS,API_CALL,prod_ec2,196.76.65.153,USA,TRUE
2025-08-28T23:24:39.555392Z,U0398,Salesforce,API_CALL,user_data,97.99.238.179,India,TRUE
2026-06-09T18:47:07.555392Z,U0338,AWS,LOGIN,salesforce_leads,179.209.191.21,China,TRUE
2025-12-21T07:25:50.555392Z,U0348,Okta,EC2_ACCESS,user_data,59.108.172.8,Canada,TRUE
2025-10-08T02:38:43.555392Z,U0145,AWS,API_CALL,salesforce_leads,126.135.74.105,China,FALSE
2026-04-08T14:27:11.555392Z,U0166,AD,API_CALL,dev_s3,80.82.47.68,Brazil,TRUE
2025-08-12T20:58:56.555392Z,U0296,Salesforce,API_CALL,user_data,93.216.95.96,India,TRUE
2025-09-13T04:00:02.555392Z,U0108,AWS,API_CALL,customer_bucket,137.232.86.40,Russia,TRUE
2025-07-30T01:02:38.555392Z,U0295,AWS,EC2_ACCESS,user_data,84.165.248.107,UK,TRUE
2025-11-05T13:06:11.555392Z,U0050,Salesforce,LOGOUT,customer_bucket,147.70.30.221,Canada,TRUE
2025-10-29T21:44:16.555392Z,U0333,Salesforce,LOGOUT,user_data,27.117.111.233,Germany,FALSE
2025-11-21T11:49:07.555392Z,U0124,Salesforce,S3_ACCESS,salesforce_leads,84.87.205.75,UK,TRUE
2026-04-17T18:15:56.555392Z,U0193,AD,EC2_ACCESS,user_data,10.241.32.185,India,TRUE
2025-11-10T02:31:13.555392Z,U0228,AD,LOGIN,customer_bucket,10.140.200.18,Canada,TRUE
2026-03-07T04:24:59.555392Z,U0329,AWS,LOGIN,salesforce_leads,57.209.149.208,Brazil,TRUE
2025-07-27T04:07:17.555392Z,U0382,AWS,EC2_ACCESS,user_data,78.40.27.255,China,TRUE
2025-07-29T01:40:51.555392Z,U0065,Okta,LOGIN,salesforce_leads,218.158.202.45,UK,TRUE
2025-06-28T02:52:15.555392Z,U0359,Salesforce,PRIVILEGE_CHANGE,salesforce_leads,50.201.236.30,Brazil,FALSE
2026-02-02T12:49:16.555392Z,U0429,AD,LOGOUT,customer_bucket,119.153.3.217,UK,TRUE
2025-08-29T07:57:39.555392Z,U0356,AD,PRIVILEGE_CHANGE,user_data,198.130.64.245,Russia,TRUE
2026-01-29T18:57:54.555392Z,U0066,AWS,API_CALL,prod_ec2,86.36.251.196,Canada,TRUE
2026-04-08T21:55:50.555392Z,U0436,AD,LOGIN,customer_bucket,23.205.110.159,India,TRUE
2025-08-26T02:16:44.555392Z,U0279,Salesforce,API_CALL,customer_bucket,202.164.81.219,Germany,TRUE
2026-01-08T04:22:54.555392Z,U0485,Okta,API_CALL,salesforce_leads,39.65.133.39,Brazil,TRUE
2026-03-17T09:38:12.555392Z,U0252,Okta,PRIVILEGE_CHANGE,dev_s3,50.25.222.204,Germany,TRUE
2026-05-04T19:34:08.555392Z,U0340,AD,LOGOUT,customer_bucket,87.255.80.5,Germany,TRUE
2026-05-09T19:28:30.555392Z,U0439,AWS,LOGOUT,salesforce_leads,15.33.0.69,Germany,TRUE
2025-08-09T08:27:16.555392Z,U0143,Salesforce,LOGIN,salesforce_leads,25.124.99.21,India,TRUE
2026-06-06T09:32:32.555392Z,U0333,AWS,EC2_ACCESS,user_data,214.41.15.191,Canada,TRUE
2025-12-02T15:18:31.555392Z,U0347,AWS,PRIVILEGE_CHANGE,prod_ec2,37.69.37.213,Canada,TRUE
2026-02-21T07:55:33.555392Z,U0138,AWS,API_CALL,dev_s3,200.171.105.139,UK,TRUE
2025-10-21T07:30:48.555392Z,U0079,Salesforce,EC2_ACCESS,customer_bucket,194.7.129.171,Germany,FALSE
2026-01-12T20:28:56.555392Z,U0064,AD,API_CALL,salesforce_leads,141.125.113.149,China,FALSE
2025-07-25T00:07:14.555392Z,U0328,Okta,S3_ACCESS,dev_s3,141.164.169.76,UK,TRUE
2025-10-04T17:23:39.555392Z,U0116,AD,LOGIN,user_data,221.147.31.179,Germany,TRUE
2026-04-20T10:25:38.555392Z,U0054,AD,LOGOUT,salesforce_leads,173.165.6.230,India,TRUE
2025-12-27T14:23:51.555392Z,U0414,AD,PRIVILEGE_CHANGE,dev_s3,7.123.93.239,India,TRUE
2025-07-28T22:11:05.555392Z,U0312,AD,LOGOUT,dev_s3,132.157.159.68,China,TRUE
2026-04-04T08:12:41.555392Z,U0413,Salesforce,EC2_ACCESS,salesforce_leads,180.235.142.187,UK,TRUE
2026-01-05T21:35:52.555392Z,U0352,AWS,API_CALL,prod_ec2,85.58.211.36,UK,TRUE
2025-10-02T06:53:22.555392Z,U0377,AD,API_CALL,dev_s3,68.176.24.131,Germany,TRUE
2026-03-21T22:33:05.555392Z,U0215,Salesforce,LOGOUT,user_data,80.31.66.191,Russia,TRUE
2025-10-09T20:10:27.555392Z,U0258,Okta,EC2_ACCESS,salesforce_leads,2.233.27.239,Germany,TRUE
2025-07-24T05:10:55.555392Z,U0440,Okta,EC2_ACCESS,dev_s3,221.11.83.229,Canada,TRUE
2026-03-30T22:28:36.555392Z,U0040,AWS,LOGIN,prod_ec2,57.226.121.244,USA,FALSE
2026-01-21T15:57:53.555392Z,U0147,Salesforce,LOGIN,user_data,16.138.94.239,UK,TRUE
2026-03-13T12:37:11.555392Z,U0264,AD,EC2_ACCESS,customer_bucket,39.146.82.84,Germany,TRUE
2025-06-23T06:46:17.555392Z,U0382,Salesforce,API_CALL,salesforce_leads,9.3.5.107,Russia,TRUE
2026-03-04T05:24:38.555392Z,U0379,AD,PRIVILEGE_CHANGE,user_data,177.116.223.193,UK,TRUE
2026-04-13T01:07:07.555392Z,U0452,AWS,LOGOUT,customer_bucket,132.165.78.55,Russia,TRUE
2025-11-04T15:44:13.555392Z,U0264,AD,EC2_ACCESS,user_data,38.202.236.187,China,TRUE
2025-08-03T10:14:03.555392Z,U0497,Okta,API_CALL,prod_ec2,51.73.84.122,Canada,TRUE
2025-10-12T10:51:34.555392Z,U0248,Okta,LOGOUT,customer_bucket,146.4.97.186,China,TRUE
2026-06-16T06:44:41.555392Z,U0157,AD,EC2_ACCESS,salesforce_leads,190.1.113.104,Brazil,FALSE
2026-02-14T11:58:44.555392Z,U0004,Salesforce,S3_ACCESS,dev_s3,33.248.240.230,Russia,TRUE
2026-06-01T04:03:07.555392Z,U0180,AWS,EC2_ACCESS,dev_s3,23.9.35.217,USA,TRUE
2025-09-05T04:04:08.555392Z,U0252,AD,PRIVILEGE_CHANGE,salesforce_leads,89.6.5.173,UK,TRUE
2025-12-26T17:49:55.555392Z,U0468,AD,LOGOUT,dev_s3,164.184.59.87,Germany,TRUE
2025-10-14T16:21:33.555392Z,U0192,Okta,EC2_ACCESS,prod_ec2,203.164.226.34,India,TRUE
2026-03-02T07:47:27.555392Z,U0225,Salesforce,LOGOUT,prod_ec2,55.225.94.200,Russia,TRUE
2025-11-06T23:09:01.555392Z,U0003,AWS,LOGIN,prod_ec2,202.5.181.122,India,FALSE
2025-11-30T23:20:44.555392Z,U0203,Okta,LOGIN,prod_ec2,5.33.136.159,Germany,TRUE
2026-03-05T19:20:04.555392Z,U0492,Okta,LOGIN,user_data,64.82.104.171,Brazil,TRUE
2026-03-12T05:03:57.555392Z,U0410,AWS,S3_ACCESS,user_data,153.56.162.112,China,TRUE
2025-08-01T08:19:55.555392Z,U0491,AD,LOGOUT,prod_ec2,4.174.86.253,Russia,TRUE
2026-03-13T06:14:34.555392Z,U0393,AWS,LOGIN,dev_s3,54.1.170.88,China,TRUE
2025-06-23T13:39:21.555392Z,U0378,Salesforce,EC2_ACCESS,dev_s3,101.72.239.224,India,TRUE
2025-12-04T00:56:35.555392Z,U0390,AWS,PRIVILEGE_CHANGE,prod_ec2,107.136.88.247,UK,TRUE
2025-08-04T02:53:07.555392Z,U0393,Okta,API_CALL,prod_ec2,144.44.235.223,China,TRUE
2026-04-20T10:16:18.555392Z,U0362,AD,API_CALL,salesforce_leads,97.115.107.208,UK,TRUE
2026-02-05T01:10:09.555392Z,U0438,AWS,LOGOUT,customer_bucket,131.123.25.19,UK,TRUE
2025-09-03T02:02:40.555392Z,U0141,AWS,EC2_ACCESS,customer_bucket,169.118.21.121,Germany,FALSE
2025-11-15T03:57:54.555392Z,U0027,Salesforce,PRIVILEGE_CHANGE,dev_s3,132.174.102.148,Germany,TRUE
2025-12-23T13:14:41.555392Z,U0219,AD,PRIVILEGE_CHANGE,user_data,36.79.171.225,USA,TRUE
2025-11-08T15:35:48.555392Z,U0138,Okta,S3_ACCESS,user_data,115.40.159.88,Germany,TRUE
2025-08-30T00:52:09.555392Z,U0025,AD,LOGIN,customer_bucket,191.151.16.84,Russia,TRUE
2025-10-07T06:05:44.555392Z,U0242,AD,EC2_ACCESS,prod_ec2,201.109.181.173,India,TRUE
2025-10-28T06:33:24.555392Z,U0187,Okta,LOGIN,customer_bucket,79.2.150.19,USA,TRUE
2026-05-21T05:00:14.555392Z,U0395,AWS,S3_ACCESS,dev_s3,68.119.191.175,Russia,TRUE
2026-01-11T20:10:23.555392Z,U0302,Okta,LOGOUT,dev_s3,218.43.77.104,Germany,TRUE
2026-05-31T00:04:01.555392Z,U0045,AD,LOGOUT,salesforce_leads,26.129.207.160,Canada,FALSE
2026-06-09T16:55:32.555392Z,U0496,AWS,LOGOUT,user_data,147.144.47.238,Canada,FALSE
2026-02-15T20:24:58.555392Z,U0280,Okta,S3_ACCESS,user_data,137.192.214.201,Germany,TRUE
2025-07-07T11:10:13.555392Z,U0079,AWS,LOGOUT,user_data,1.186.158.226,India,TRUE
2026-05-17T21:26:34.555392Z,U0389,Okta,S3_ACCESS,user_data,166.218.88.218,Canada,TRUE
2025-12-24T23:02:08.555392Z,U0035,Salesforce,PRIVILEGE_CHANGE,salesforce_leads,109.2.237.129,USA,TRUE
2026-03-18T00:35:38.555392Z,U0141,AWS,S3_ACCESS,customer_bucket,115.139.94.137,USA,TRUE
2025-09-02T07:31:45.555392Z,U0356,Salesforce,EC2_ACCESS,salesforce_leads,189.244.186.118,Canada,TRUE
2026-01-04T05:38:23.555392Z,U0385,Salesforce,PRIVILEGE_CHANGE,user_data,125.112.29.25,China,TRUE
2025-08-30T22:26:38.555392Z,U0106,AD,LOGOUT,salesforce_leads,85.56.83.206,Germany,TRUE
